	link	source	type	text
2
Simplify
Cancel common factors
	​Check your understandingPROBLEM 1
Current
𝑓
(
𝑥
)
=
𝑥
2
𝑒
𝑥
f(x)=
e
x
x
2
	​

f, left parenthesis, x, right parenthesis, equals, start fraction, x, squared, divided by, e, start superscript, x, end superscript, end fraction
𝑓
′
(
𝑥
)
=
f
′
(x)=
f, prime, left parenthesis, x, right parenthesis, equals
 

Check
ExplainPROBLEM 1
Current
𝑓
(
𝑥
)
=
𝑥
2
𝑒
𝑥
f(x)=
e
x
x
2
	​

f, left parenthesis, x, right parenthesis, equals, start fraction, x, squared, divided by, e, start superscript, x, end superscript, end fraction
𝑓
′
(
𝑥
)
=
f
′
(x)=
f, prime, left parenthesis, x, right parenthesis, equals
 

Check
Explain𝑓
(
𝑥
)
=
𝑥
2
𝑒
𝑥
f(x)=
e
x
x
2
	​

f, left parenthesis, x, right parenthesis, equals, start fraction, x, squared, divided by, e, start superscript, x, end superscript, end fraction𝑓
′
(
𝑥
)
=
f
′
(x)=
f, prime, left parenthesis, x, right parenthesis, equals𝑓
′
(
𝑥
)
=
f
′
(x)=
f, prime, left parenthesis, x, right parenthesis, equalsWant to try more problems like this? Check out this exercise.Want to try more problems like this? Check out this exercise.Example 2Suppose we are given this table of values:Suppose we are given this table of values:𝑥
x
x
	
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis
	
𝑔
(
𝑥
)
g(x)
g, left parenthesis, x, right parenthesis
	
𝑓
′
(
𝑥
)
f
′
(x)
f, prime, left parenthesis, x, right parenthesis
	
𝑔
′
(
𝑥
)
g
′
(x)
g, prime, left parenthesis, x, right parenthesis


4
4
4
	
−
4
−4
minus, 4
	
−
2
−2
minus, 2
	
0
0
0
	
8
8
8𝐻
(
𝑥
)
H(x)
H, left parenthesis, x, right parenthesis
 is defined as 
𝑓
(
𝑥
)
𝑔
(
𝑥
)
g(x)
f(x)
	​

start fraction, f, left parenthesis, x, right parenthesis, divided by, g, left parenthesis, x, right parenthesis, end fraction
, and we are asked to find 
𝐻
′
(
4
)
H
′
(4)
H, prime, left parenthesis, 4, right parenthesis
.𝐻
(
𝑥
)
H(x)
H, left parenthesis, x, right parenthesis
 is defined as 
𝑓
(
𝑥
)
𝑔
(
𝑥
)
g(x)
f(x)
	​

start fraction, f, left parenthesis, x, right parenthesis, divided by, g, left parenthesis, x, right parenthesis, end fraction
, and we are asked to find 
𝐻
′
(
4
)
H
′
(4)
H, prime, left parenthesis, 4, right parenthesis
.The Quotient rule tells us that 
𝐻
′
(
𝑥
)
H
′
(x)
H, prime, left parenthesis, x, right parenthesis
 is 
𝑓
′
(
𝑥
)
𝑔
(
𝑥
)
−
𝑓
(
𝑥
)
𝑔
′
(
𝑥
)
[
𝑔
(
𝑥
)
]
2
[g(x)]
2
f
′
(x)g(x)−f(x)g
′
(x)
	​

start fraction, f, prime, left parenthesis, x, right parenthesis, g, left parenthesis, x, right parenthesis, minus, f, left parenthesis, x, right parenthesis, g, prime, left parenthesis, x, right parenthesis, divided by, open bracket, g, left parenthesis, x, right parenthesis, close bracket, squared, end fraction
. This means 
𝐻
′
(
4
)
H
′
(4)
H, prime, left parenthesis, 4, right parenthesis
 is 
𝑓
′
(
4
)
𝑔
(
4
)
−
𝑓
(
4
)
𝑔
′
(
4
)
[
𝑔
(
4
)
]
2
[g(4)]
2
f
′
(4)g(4)−f(4)g
′
(4)
	​

start fraction, f, prime, left parenthesis, 4, right parenthesis, g, left parenthesis, 4, right parenthesis, minus, f, left parenthesis, 4, right parenthesis, g, prime, left parenthesis, 4, right parenthesis, divided by, open bracket, g, left parenthesis, 4, right parenthesis, close bracket, squared, end fraction
. Now let's plug the values from the table in the expression:The Quotient rule tells us that 
𝐻
′
(
𝑥
)
H
′
(x)
H, prime, left parenthesis, x, right parenthesis
 is 
𝑓
′
(
𝑥
)
𝑔
(
𝑥
)
−
𝑓
(
𝑥
)
𝑔
′
(
𝑥
)
[
𝑔
(
𝑥
)
]
2
[g(x)]
2
f
′
(x)g(x)−f(x)g
′
(x)
	​

start fraction, f, prime, left parenthesis, x, right parenthesis, g, left parenthesis, x, right parenthesis, minus, f, left parenthesis, x, right parenthesis, g, prime, left parenthesis, x, right parenthesis, divided by, open bracket, g, left parenthesis, x, right parenthesis, close bracket, squared, end fraction
. This means 
𝐻
′
(
4
)
H
′
(4)
H, prime, left parenthesis, 4, right parenthesis
 is 
𝑓
′
(
4
)
𝑔
(
4
)
−
𝑓
(
4
)
𝑔
′
(
4
)
[
𝑔
(
4
)
]
2
[g(4)]
2
f
′
(4)g(4)−f(4)g
′
(4)
	​

start fraction, f, prime, left parenthesis, 4, right parenthesis, g, left parenthesis, 4, right parenthesis, minus, f, left parenthesis, 4, right parenthesis, g, prime, left parenthesis, 4, right parenthesis, divided by, open bracket, g, left parenthesis, 4, right parenthesis, close bracket, squared, end fraction
. Now let's plug the values from the table in the expression:𝐻
′
(
4
)
	
=
𝑓
′
(
4
)
𝑔
(
4
)
−
𝑓
(
4
)
𝑔
′
(
4
)
[
𝑔
(
4
)
]
2




	
=
(
0
)
(
−
2
)
−
(
−
4
)
(
8
)
(
−
2
)
2




	
=
32
4




	
=
8
H
′
(4)
	​

=
[g(4)]
2
f
′
(4)g(4)−f(4)g
′
(4)
	​

=
(−2)
2
(0)(−2)−(−4)(8)
	​

=
4
32
	​

=8
	​Check your understandingPROBLEM 1
Current
𝑥
x
x
	
𝑔
(
𝑥
)
g(x)
g, left parenthesis, x, right parenthesis
	
ℎ
(
𝑥
)
h(x)
h, left parenthesis, x, right parenthesis
	
𝑔
′
(
𝑥
)
g
′
(x)
g, prime, left parenthesis, x, right parenthesis
	
ℎ
′
(
𝑥
)
h
′
(x)
h, prime, left parenthesis, x, right parenthesis


−
2
−2
minus, 2
	
4
4
4
	
1
1
1
	
−
1
−1
minus, 1
	
2
2
2
𝐹
(
𝑥
)
=
𝑔
(
𝑥
)
ℎ
(
𝑥
)
F(x)=
h(x)
g(x)
	​

F, left parenthesis, x, right parenthesis, equals, start fraction, g, left parenthesis, x, right parenthesis, divided by, h, left parenthesis, x, right parenthesis, end fraction
𝐹
′
(
−
2
)
=
F
′
(−2)=
F, prime, left parenthesis, minus, 2, right parenthesis, equals
 

Check
ExplainPROBLEM 1
Current
𝑥
x
x
	
𝑔
(
𝑥
)
g(x)
g, left parenthesis, x, right parenthesis
	
ℎ
(
𝑥
)
h(x)
h, left parenthesis, x, right parenthesis
	
𝑔
′
(
𝑥
)
g
′
(x)
g, prime, left parenthesis, x, right parenthesis
	
ℎ
′
(
𝑥
)
h
′
(x)
h, prime, left parenthesis, x, right parenthesis


−
2
−2
minus, 2
	
4
4
4
	
1
1
1
	
−
1
−1
minus, 1
	
2
2
2
𝐹
(
𝑥
)
=
𝑔
(
𝑥
)
ℎ
(
𝑥
)
F(x)=
h(x)
g(x)
	​

F, left parenthesis, x, right parenthesis, equals, start fraction, g, left parenthesis, x, right parenthesis, divided by, h, left parenthesis, x, right parenthesis, end fraction
𝐹
′
(
−
2
)
=
F
′
(−2)=
F, prime, left parenthesis, minus, 2, right parenthesis, equals
 

Check
Explain𝑥
x
x
	
𝑔
(
𝑥
)
g(x)
g, left parenthesis, x, right parenthesis
	
ℎ
(
𝑥
)
h(x)
h, left parenthesis, x, right parenthesis
	
𝑔
′
(
𝑥
)
g
′
(x)
g, prime, left parenthesis, x, right parenthesis
	
ℎ
′
(
𝑥
)
h
′
(x)
h, prime, left parenthesis, x, right parenthesis


−
2
−2
minus, 2
	
4
4
4
	
1
1
1
	
−
1
−1
minus, 1
	
2
2
2𝐹
(
𝑥
)
=
𝑔
(
𝑥
)
ℎ
(
𝑥
)
F(x)=
h(x)
g(x)
	​

F, left parenthesis, x, right parenthesis, equals, start fraction, g, left parenthesis, x, right parenthesis, divided by, h, left parenthesis, x, right parenthesis, end fraction𝐹
′
(
−
2
)
=
F
′
(−2)=
F, prime, left parenthesis, minus, 2, right parenthesis, equals𝐹
′
(
−
2
)
=
F
′
(−2)=
F, prime, left parenthesis, minus, 2, right parenthesis, equalsYour answer should bean integer, like 6666a simplified proper fraction, like 3/53/53/53, slash, 5a simplified improper fraction, like 7/47/47/47, slash, 4a mixed number, like 1 3/41\ 3/41 3/41, space, 3, slash, 4an exact decimal, like 0.750.750.750, point, 75a multiple of pi, like 12 pi12\ \text{pi}12 pi12, space, start text, p, i, end text or 2/3 pi2/3\ \text{pi}2/3 pi2, slash, 3, space, start text, p, i, end textWant to try more problems like this? Check out this exercise.Want to try more problems like this? Check out this exercise."
0	https://www.khanacademy.org/math/calculus-1/cs1-derivatives-definition-and-basic-rules/cs1-quotient-rule/v/tangent-line-equation-example-1	khanacademy	video	:00We have the curve y is equal to e to the x over 2plus x to the third power.And what we want to do is find the equationof the tangent line to this curve at the point x equals 1.And when x is equal to 1, y is going to be equal to e over 3.It's going to be e over 3.So let's try to figure out the equation of the tangent lineto this curve at this point.And I encourage you to pause this videoand try this on your own first.Well, the slope of the tangent line at this pointis the same thing as the derivative at this point.So let's try to find the derivative of thisor evaluate the derivative of this function right over hereat this point.So to do that, first I'm going to rewrite it.You could use the quotient rule if you like,but I always forget the quotient rule.The product rule is much easier for me to remember.So I can rewrite this as y is equal to-- and I mightas well color code it-- is equal to e to the x times 2 plus xto the third to the negative 1 power.And so the derivative of this, so let me write it here.So y prime is going to be equal to the derivativeof this part of it, e to the x.So the derivative of e to the x is just e to the x.Just let me write that.So we're going to take the derivative of it.And that's what's amazing about e to the x,is that the derivative of e to the xis just e to the x times this thing.So times 2 plus x to the third to the negative 1.And then to that we're going to add this thing.So not its derivative anymore.We're just going to add e to the xtimes the derivative of this thing right over here.So we're going to take the derivative.So we can do the chain rule.It's going to be the derivative of 2plus x to the third to the negative 1power with respect to 2 plus x to the third timesthe derivative of 2 plus x to the third with respect to x.So this is going to be equal to negative-- I'llwrite it this way-- negative 2 plus x to the thirdto the negative 2 power.And then we're going to multiply that times the derivative of 2plus x to the third with respect to x.Well, derivative of this with respect to xis just 3x squared.And of course, we could simplify this a little bit if we like.But the whole point of this is to actually findthe value of the derivative at this point.So let's evaluate.Let's evaluate y prime when x is equal to 1.Y prime of 1 when x is equal to 1.This thing will simplify to-- let's see,this is going to be e times 2 plus 1 to the negative power.So that's just going to be 1/3, right?2 plus 1 to the negative 1.So that's 3 to the negative 1.That's 1/3.So that's times 1/3 plus e to the first power.Now let's see, what does this do?This part right over here, this is2 plus 1 to the negative 2 power.So this-- actually, let me-- I don'twant to-- so this part right over here is going to be,let's see, this is going to be-- Idon't want to make a careless mistake here--is 3 to the negative 2 power.So 3 squared is 9.3 to the negative second power is 1/9.And so it's going to be 1/9.Well, you're going to multiply this negative there.So it's negative 1/9.And then we're going to multiply that times 3 times 1.So it's negative 1/9 times 3.Times 3 right over here.So it's negative 3/9 or negative 1/3.So times negative 1/3.And all I did here is I substituted 1for x and evaluated it.Now this is interesting.I have essentially-- let me rewrite this.This is equal to e over 3 minus e over 3, which is equal to 0.So the slope of the derivative when x is equal to 1 is 0,or the slope of the tangent line is equal to 0.This simplified to a pretty straightforward situation.If I wanted to write a line in slope intercept form,I could write it like this. y is equal to mx plus b, wherem is the slope and b is the y-intercept.Now we know that the slope of the tangent line at this point,it has a slope, is 0.So this is going to be 0.So this whole term is going to be 0.So it's just going to have the form y is equal to b.This is just going to be a horizontal line.So what is a horizontal line thatcontains this point right over here?Well, it contains the value y is equal to e over 3.So this is a horizontal line.It has the same y value the entire time.So if it has the y value e over 3,then we know the equation of the tangent lineto this curve at this point is goingto be y is equal to e over 3.Another way you could think about this right over hereis, well, let's substitute when x is equal to 1.Well, there's not even an x here.But when x is any value, y is equal to e over 3,you get b is equal to e over 3, or you'dget y is equal to e over 3.So it's just a horizontal line.So let's actually visualize this, justto make sure that this actually makes sense.So let me get my graphing calculator out.And so I'm in graphing mode.If you wanted to know how to get there,you literally can just go to graph, y equals,and I will do-- so e to the x power dividedby 2 plus x to the third power.That looks right.And I actually set the range ahead of time to save time.So let me graph this.So let's see.Ooh, it does all sorts of interesting things.All right.Oh, look at that.All right, so now we can trace to get to when x is equal to 1.x equals 1.Right over there, you see y is equal to e over 3,which this is kind of its decimal expansionright over here.And it does look like the slope right over hereis 0, that the tangent line is justgoing to be a horizontal line at that point.So that makes me feel pretty good about our answer.
0	https://www.khanacademy.org/math/calculus-1/cs1-derivatives-definition-and-basic-rules/cs1-quotient-rule/v/normal-line-equation	khanacademy	video	:00So we have the function f of x isequal to e to the x over x squared.And what I want to do in this videois find the equation, not of the tangent line,but the equation of the normal line, when x is equal to 1.So we care about the equation of the normal line.So I encourage you to pause this video and try this on your own.And if you need a little bit of a hint, the hint I will giveyou is, is that the slope of a normal lineis going to be the negative reciprocalof the slope of the tangent line.If you imagine a curve like this,and we want to find a tangent line at a point,it's going to look something like this.So the tangent line is going to look like this.A normal line is perpendicular to the tangent line.This is the tangent line.The normal line is going to be perpendicular to that.It's going to go just like that.And if this has a slope of m, then thishas a slope of the negative reciprocal of m.So negative 1/m.So with that as a little bit of a hint,I encourage you to find the equation of the normal lineto this curve, when x equals 1.So let's find the slope of the tangent line.And then we take the negative reciprocal,we can find the slope of the normal line.So to find the slope of the tangent line,we just take the derivative here and evaluate it at x equals 1.So f prime of x, and actually, let merewrite this a little bit.So f of x is equal to e to the x times x to the negative 2.I like to rewrite it this way, because I alwaysforget the whole quotient rule thing.I like the power rule a lot more.And this allows me to use the power rule.I'm sorry, not the power rule, the product rule.So this allows me to do the productrule instead of the quotient rule.So the derivative of this, f primeof x, is going to be the derivative of e to the x.Which is just e to the x times x to the negative 2, pluse to the x times the derivative of x to the negative 2.Which is negative 2x to the negative 3 power.I just used the power rule right over here.So if I want to evaluate when x is equal to 1,this is going to be equal to-- letme do that in that yellow color like.I like switching colors.This is going to be equal to, let's see,this is going to be e to the first power.Which is just e times 1 to the negative 2,which is just 1 plus e to the first power, which is just e,times negative 2.1 to the negative 3 is just 1.So e times negative 2.So let me write it this way.So minus 2e.And e minus 2e is just going to be equal to negative e.So this right over here, this is the slope of the tangent line.And so if we want the slope of the normal,we just take the negative reciprocal.So the negative reciprocal of this is going to be,well the reciprocal is 1 over negative e,but we want the negative of that.So it's going to be 1/e.This is going to be the slope of the normal line.And then if we, and our goal isn't justto the slope of the normal line, wewant the equation of the normal line.And we know the equation of a linecan be represented as y is equal to mxplus b, where m is the slope.So we can say it's going to be y is equal to 1/e-- remember,we're doing the normal line here-- times x plus b.And to solve for b, we just have to recognizethat we know a point that this goes through.This goes through the point x equals 1.And when x equals 1, what is y?Well, y is e to the 1st over 1, which is just e.So this goes to the point 1 comma e.So we know that when x is equal to 1, y is equal to e.And now we can just solve for b.So we get e is equal to 1/e plus b.Or we could just subtract 1 over e from both sides,and we would get b is equal to e minus 1/e.And we could obviously right this as e squared minus 1/eif we want to write it like that.But could just leave it just like this.So the equation of the normal line--so we deserve our drum roll right over here--is going to be y is equal to 1/e times x, plus b.And b, plus b, is all of this.So plus e minus 1/e.So that right there is our equation of the normal line.
0	https://www.khanacademy.org/math/calculus-1/cs1-derivatives-definition-and-basic-rules/cs1-derivatives-of-tanx-cotx-secx-and-cscx/v/derivatives-of-tanx-and-cotx	khanacademy	video	:00- [Voiceover] We already know the derivativesof sine and cosine.We know that the derivative with respect to xof sine of x is equal to cosine of x.We know that the derivative with respect to xof cosine of x is equal to negative sine of x.And so what we want to do in this videois find the derivatives of the other basic trig functions.So, in particular, we know, let's figure outwhat the derivative with respect to x,let's first do tangent of x.Tangent of x, well this is the same thingas trying to find the derivative with respect to x of,well, tangent of x is just sine of x,sine of x over cosine of x.And since it can be expressedas the quotient of two functions,we can apply the quotient rule here to evaluate this,or to figure out what this is going to be.The quotient rule tells us that this is going to bethe derivative of the top function,which we know is cosine of x times the bottom functionwhich is cosine of x, so times cosine of xminus, minus the top function, which is sine of x,sine of x, times the derivative of the bottom function.So the derivative of cosine of x is negative sine of x,so I can put the sine of x there,but where the negative can just cancel that out.And it's going to be over, overthe bottom function squared.So cosine squared of x.Now, what is this?Well, what we have here, this is just a cosine squared of x,this is just sine squared of x.And we know from the Pythagorean identity,and this is really just out of,comes out of the unit circle definition,the cosine squared of x plus sine squared of x,well that's gonna be equal to one for any x.So all of this is equal to one.And so we end up with one over cosine squared x,which is the same thing as, which is the same thing as,the secant of x squared.One over cosine of x is secant,so this is just secant of x squared.So that was pretty straightforward.Now, let's just do the inverse of the,or you could say the reciprocal, I should say,of the tangent function, which is the cotangent.Oh, that was fun, so let's do that,d dx of cotangent,not cosine, of cotangent of x.Well, same idea, that's the derivative with respect to x,and this time, let me make some sufficiently large brackets.So now this is cosine of x over sine of x,over sine of x.But once again, we can use the quotient rule here,so this is going to be the derivative of the top functionwhich is negative, use that magenta color.That is negative sine of xtimes the bottom function,so times sine of x, sine of x,minus, minusthe top function, cosine of x,cosine of x, times the derivative of the bottom functionwhich is just going to be another cosine of x,and then all of that over the bottom function squared.So sine of x squared.Now what does this simplify to?Up here, let's see, this is sine squared of x,we have a negative there,minus cosine squared of x.But we could factor out the negativeand this would be negative sine squared of xplus cosine squared of x.Well, this is just one by the Pythagorean identity,and so this is negative one over sine squared x,negative one over sine squared x.And that is the same thing asnegative cosecant squared,I'm running out of space, of x.There you go.
0	https://www.khanacademy.org/math/calculus-1/cs1-derivatives-definition-and-basic-rules/cs1-derivatives-of-tanx-cotx-secx-and-cscx/v/derivatives-of-secx-and-cscx	khanacademy	video	:00- [Voiceover] In a previous video we used the quotient rulein order to find the derivativesof tangent of x and cotangnet of x.And what I what to do in this video is to keep goingand find the derivatives of secant of x and cosecant of x.So let's start with secant of x.The derivative with respect to x of secant of x.Well, secant of x is the same thing asso we're going to find the derivative with respect to xof secant of x is the same thing asone over,one over the cosine of x.And that's just the definition of secant.And there's multiple ways you could do this.When you learn the chain rule,that actually might be a more natural thing to useto evaluate the derivative here.But we know the quotient rule,so we will apply the quotient rule here.And it's no coincidence that you get to the same answer.The quotient rule actually can be derivedbased on the chain rule and the product rule.But I won't keep going into that.Let's just apply the quotient rule right over here.So this derivative is going to be equal to,it's going to be equal to the derivative of the top.Well, what's the derivative of one with respect to x?Well, that's just zero.Times the function on the bottom.So, times cosine of x.Cosine of x.Minus,minus the function on the top.Well, that's just one.Times the derivative on the bottom.Well, the derivative on the bottom is,the derivative of cosine of x is negative sine of x.So we could put the sine of x there.But it's negative sine of x,so you have a minus and it'll be a negative,so we can just make that a positive.And then all of that over the functionon the bottom squared.So, cosine of x, squared.And so zero times cosine of x,that is just zero.And so all we are left with is sine of xover cosine of x squared.And there's multiple ways that you could rewrite thisif you like.You could say that this is same thing as sine of xover cosine of x times one over cosine of x.And of course this is tangent of x,times secant of x.Secant of x.So you could say derivative of secant of x issine of x over cosine-squared of x.Or it is tangent of x times the secant of x.So now let's do cosecant.So the derivative with respect to x of cosecant of x.Well, that's the same thing as the derivativewith respect to x of one over sine of x.Cosecant is one over sine of x.I remember that because you think it's cosecant.Maybe it's the reciprocal of cosine, but it's not.It's the opposite of what you would expect.Cosine's reciprocal isn't cosecant, it is secant.Once again, opposite of what you would expect.That starts with an s, this starts with a c.That starts with a c, that starts with an s.It's just way it happened to be defined.But anyway, let's just evaluate this.Once again, we'll do the quotient rule,but you could also do this using the chain rule.So it's going to bethe derivative of the expression on top, which is zero,times the expression on the bottom, which is sine of x.Sine of x.Minus the expression on top, which is just one.Times the derivative of the expression on the bottom,which is cosine of x.All of that over the expression on the bottom squared.Sine-squared of x.That's zero.So we get negative cosine of xover sine-squared of x.So that's one way to think about it.Or if you like, you could do this,the same thing we did over here,this is the same thing as negative cosine of xover sine of x, times one over sine of x.And this is negative cotangent of x.Negative cotangent of x, times,maybe I'll write it this way,times one over sine of x is cosecant of x.Cosecant of x.So, which ever one you find more useful.
0	https://www.khanacademy.org/math/calculus-1/cs1-derivatives-definition-and-basic-rules/cs1-proof-videos/v/differentiability-implies-continuity	khanacademy	video	:00- [Voiceover] What I hope to do in this videois prove that if a function is differentiableat some point, C, that it's alsogoing to be continuous at that point C.But, before we do the proof, let's just remind ourselveswhat differentiability means and what continuity means.So, first, differentiability.DifferentiabilitySo, let's think about that, first.And it's always helpful to draw ourselvesa function.So, that's our Y-axis.This is our X-axis.And let's just draw some function, here.So, let's say my function looks like thisand we care about the point X equals C,which is right over here.So, that's the point X equals C,and then, this value, of course,is going to be F of C.F of C.And one way that we can find the derivativeat X equals C, or the slope of the tangent lineat X equals C is, we could start with some other point.Say, some arbitrary X out here.So, let's say this is some arbitrary X out here.So, then, this point right over there, this value,this Y value, would be F of X.Would be F of X.This graph, of course, is a graph of Y equals F of X.And we can think about finding the slope of this line,this secant line between these two points,but then, we can find the limit as X approaches C.And as X approaches C, this secant,the slope of the secant line is going to approachthe slope of the tangent line, or,it's going to be the derivative.And so, we could take the limit...The limit as X approaches C,as X approaches C,of the slope of this secant line.So, what's the slope?Well, it's gonna be change in Y over change in X.The change in Y is F of X minus F of C,that's our change in Y right over here.This is all review, this is just one definitionof the derivative, or one way to think about the derivative.So, it's going to be F of X minus F of C,that's our change in Y, over our change in X.Over our change in X, which is X minus C.It is X minus,X minus C.So, if this limit exists, then, we're able to findthe slope of the tangent line at this point,and we call that slope of the tangent line,we call that the derivative at X equals C.We say that this is going to be equal to F prime,F prime of C.All of this is review.So, if we're saying, one way to think about it,if we're saying that the function, F,is differentiable at X equals C,we're really just saying that this limitright over here actually exists.And if this limit actually exists,we just call that value F prime of C.So, that's just a review of differentiability.Now, let's give ourselves a review of continuity.Continuity.So, the definition for continuity isif the limit as X approaches C of F of Xis equal to F of C.Now, this might seem a little bit, you know,well, it might pop out to you as being intuitiveor it might seem a little, well, where did this come from,well, let's visualize it and hopefullyit'll make some intuitive sense.So, if you have a function,so, let's actually look at some caseswhere you're not continuous.And that actually might make it a little bit more clear.So, if you had a point discontinuity at X equals C,so, this is X equals C, so, if you hada point discontinuity, so,lemme draw it like this, actually.So, you have a gap, here, and X equals,when X equals C, F of C is actually way up here.So, this is F of C, and then,the function continues like this.The limit, as X approaches C of F of Xis going to be this value, which is clearly differentthan F of C.This value right over here, if you take the limit,if you take the limit as X approaches C of F of X,you're approaching this value.This, right over here, is the limit,as X approaches C of F of X, which is different than F of C.So, it makes it, so, this definition of continuityseems to be good, at least for this case,because this is not a continuous function,you have a point discontinuity.So, for at least in this case, our,this definition of continuity would properlyidentify this as not a continuous function.Now, you could also think about a jump discontinuity.You can also think about a jump discontinuity.So, let's look at this.And all this is, hopefully, a little bit of review.So, a jump discontinuity at C, at X equals C,might look like this.Might look like this.So, this is at X equals C.So, this is X equals C right over here.This would be F of C.But, if you tried to find a value at the limitas X approaches C of F of X,you'd get a different value as you approachC from the negative side, you would approach this value,and as you approach C from the positive side,you would approach F of C, and so, the limit wouldn't exist.So, this limit right over here wouldn't existin the case of jump, of this type of a jump discontinuity.So, once again, this definition would properlysay that this is not, this one right over here,is not continuous, this limit actually would not even exist.And then, you could even look at a,you could look at a function that is truly continuous.If you look at a function that is truly continuous.So, something like this.Something like this.That is X equals C.Well, this is F of C.This is F of C.And if you were to take the limit as X approaches C,as X approaches C from either side of F of X,you're going to approach F of C.So, here, you have the limit as X approaches Cof F of X, indeed, is equal to F of C.So, it's what you would expect for a continuous function.So, now that we've done that reviewof differentiability and continuity,let's prove that differentiabilityactually implies continuity, and I think it's importantto kinda do this review, just so that you canreally visualize things.So, differentiability implies this limitright over here exists.So, let's start with a slightly different limit.Lemme draw a line, here, actually.Lemme draw a line just so we're doing something different.So, let's take, let us take the limitas X approaches C of F of X,of F of X minus F of C.Of F of X minus F of C.Well, can we rewrite this?Well, we could rewrite this as the limit,as X approaches C, and we could essentiallytake this expression and multiplyand divide it by X minus C.So, let's multiply it times X minus C.X minus C, and divide it by X minus C.So, we have F of X minus F of C,all of that over X minus C.So, all I did is I multiplied and I dividedby X minus C.Well, what's this limit going to be equal to?This is going to be equal to,it's going to be the limit, and I'm just applyingthe property of limit, applying a property of limits, here.So, the limit of the product is equal tothe same thing as a product of the limits.So, it's the limit as X approaches C of X minus C,times the limit, lemme write this way,times the limit as X approaches Cof F of X minus F of C,all of that over X minus C.Now, what is this thing right over here?Well, if we assume that F is differentiable at C,and we're going to do that, actually,I should have started off there.Let's assume 'cause we wanted to show the differentiability,it proves continuity.If we assume F differentiable,differentiable at C, well then,this right over here is just going to be F prime of C.This right over here, we just saw it right over here,that's this exact same thing.This is F prime, F prime of C.And what is this thing right over here?The limit as X approaches C of X minus C?Well, that's just gonna be zero.As X approaches C, there's gonna become,approach C minus C, that's just going to be zero.So, what's zero times F prime of C?Well, F prime of C is just going to be some value,so, zero times anything is just going to be zero.So, I did all that work to get a zero.Now, why is this interesting?Well, we just said, we just assumedthat if F is differentiable at C,and we evaluate this limit, we get zero.So, if we assume F is differentiable at C,we can write, we can write the limit,I'm just rewriting it, the limit as X approaches Cof F of X minus F of C, and I could even putparenthesis around it like that,which I already did up here,is equal to zero.Well, this is the same thing,I could use limit properties again,this is the same thing as saying,and I'll do it over, well, actually,lemme do it down here.The limit as X approaches C of F of Xminus the limit as X approaches Cof F of C, of F of C, is equal to zero.The different, the limit of the differenceis the same thing as the difference of the limits.Well, what's this thing over here going to be?Well, F of C is just a number,it's not a function of X anymore,it's just, F of C is going to valuate it to something.So, this is just going to be F of C.This is just going to be F of C.So, the limit of F of X as X approaches C,minus F of C is equal to zero.Well, just add F of C to both sides and what do you get?Well, you get the limit as X approaches Cof F of X is equal to F of C.And this is the definition of continuity.The limit of my function as X approaches Cis equal to the function, is equal to the valueof the function at C.This is, this means that our function is continuous.Continuous at C.So, just a reminder, we started assumingF differentiable at C, we use that factto evaluate this limit right over here,which, we got to be equal to zero,and if that limit is equal to zero,then, it just follows, just doing a little bit of algebraand using properties of limits,that the limit as X approaches C of F of Xis equal to F of C, and that's our definitionof being continuous.Continuous at the point C.So, hopefully, that satisfies you.If we know that the derivative exists at a point,if it's differentiable at a point C,that means it's also continuous at that point C.The function is also continuous at that point.
